3.42,4.21,0
5.67,7.89,0
6.23,3.45,0
2.87,8.76,1
7.54,6.34,1
4.89,2.67,1
4.32,5.43,0
3.98,6.21,0
5.43,4.32,0
2.45,7.98,1
6.98,5.43,1
4.12,3.21,1
5.87,4.65,0
4.65,5.87,0
4.21,6.54,0
3.54,7.21,1
7.65,4.98,1
4.32,3.65,1
5.21,5.09,0
4.76,5.43,0
5.98,4.65,0
3.21,7.65,1
8.43,6.09,1
4.09,3.87,1
5.09,5.21,0
5.21,4.98,0
4.87,5.09,0
4.32,7.21,1
7.98,4.65,1
4.65,3.98,1
5.76,5.43,0
5.09,4.76,0
5.21,5.09,0
3.87,7.43,1
8.54,5.76,1
4.98,3.21,1
5.43,4.87,0
5.43,5.21,0
4.76,5.43,0
4.09,7.09,1
7.43,5.09,1
4.32,3.54,1
5.98,4.87,0
5.09,5.98,0
5.09,4.32,0
3.54,7.54,1
8.65,5.09,1
4.76,3.21,1
5.43,5.76,0
5.09,4.87,0
5.21,5.09,0
3.21,7.98,1
7.76,5.21,1
4.43,3.87,1
5.09,5.09,0
5.43,5.21,0
4.76,4.65,0
2.76,7.21,1
8.43,4.76,1
4.87,3.21,1
5.21,5.43,0
5.09,4.98,0
5.43,5.09,0
4.09,6.87,1
8.76,5.09,1
4.98,2.87,1
5.09,5.21,0
5.43,5.09,0
4.98,5.43,0
3.87,7.43,1
8.09,5.76,1
4.65,3.09,1
5.76,5.09,0
5.21,5.43,0
5.09,4.76,0
3.54,7.65,1
8.54,5.09,1
5.43,2.54,1
4.76,5.21,0
5.43,4.65,0
5.09,5.43,0
3.87,7.09,1
7.65,4.76,1
5.09,3.54,1
5.21,5.09,0
5.09,5.43,0
5.43,4.65,0
3.54,7.98,1
8.09,5.21,1
4.76,3.21,1
5.09,5.43,0
5.43,5.09,0
4.98,4.65,0
4.65,7.21,1
8.76,5.43,1
3.98,3.09,1
5.21,5.09,0
5.09,5.21,0
5.43,5.09,0
3.87,7.43,1
7.43,4.76,1
5.21,3.21,1
5.09,5.09,0
5.43,5.21,0
5.09,5.43,0
3.54,7.65,1
8.54,5.21,1
4.32,3.09,1
5.21,5.09,0
6.87,4.76,0
5.43,4.65,0
2.54,7.98,1
8.76,5.09,1
5.21,3.21,1
5.43,5.76,0
4.65,5.09,0
5.09,5.21,0
4.65,7.43,1
8.43,5.09,1
4.76,3.54,1
5.09,4.98,0
6.54,5.09,0
5.43,5.21,0
3.09,7.21,1
7.65,4.76,1
5.09,3.21,1
6.87,4.32,0
5.21,4.09,0
7.09,4.65,0
4.09,7.43,1
9.09,5.43,1
4.65,3.54,1
5.43,4.21,0
5.09,4.76,0
5.09,4.87,0
4.65,7.09,1
8.54,4.65,1
4.32,2.54,1
5.21,4.76,0
5.09,4.98,0
5.43,5.09,0
4.09,7.21,1
8.65,4.65,1
4.76,2.54,1
5.09,4.76,0
5.09,4.98,0
5.43,5.09,0
4.21,7.21,1
8.76,4.65,1
4.87,2.54,1
5.09,5.09,0
6.54,4.76,0
6.87,4.65,0
3.54,7.98,1
8.09,4.76,1
4.98,2.54,1
5.43,5.76,0
5.09,4.65,0
5.76,4.76,0
3.54,6.87,1
8.65,5.09,1
3.98,1.54,1
4.76,4.98,0
5.09,4.32,0
4.98,4.76,0
4.65,8.43,1
9.76,5.09,1
4.65,3.54,1
6.87,4.76,0
5.09,4.98,0
4.98,5.09,0
4.65,7.09,1
7.65,4.65,1
4.76,3.54,1
5.09,4.76,0
5.43,4.65,0
5.09,5.09,0
3.54,7.43,1
8.65,4.76,1
4.09,3.21,1
5.09,4.98,0
5.43,5.76,0
5.43,4.65,0
4.21,7.09,1
9.09,5.21,1
3.54,3.98,1
5.76,4.76,0
5.09,4.65,0
4.98,5.09,0
3.54,7.21,1
8.09,5.21,1
4.65,3.54,1
5.21,4.76,0
5.43,4.65,0
5.09,4.98,0
3.54,7.43,1
8.43,4.76,1
4.76,3.09,1
5.09,5.09,0
5.09,4.32,0
4.65,6.87,0
3.98,7.43,1
8.43,4.65,1
4.98,3.54,1
5.43,4.76,0
5.09,4.09,0
4.98,4.21,0
4.09,7.21,1
8.76,4.76,1
4.76,2.21,1
5.76,4.98,0
5.09,4.65,0
5.21,5.09,0
3.54,7.43,1
7.65,4.76,1
4.65,3.09,1
5.43,4.65,0
5.09,4.76,0
5.09,5.43,0
3.54,7.65,1
8.65,5.21,1
3.54,2.54,1
5.09,4.98,0
5.76,4.76,0
5.21,5.09,0
4.21,7.65,1
9.09,4.65,1
3.98,3.54,1
5.21,4.76,0
5.43,5.76,0
6.87,5.09,0
3.98,7.43,1
9.43,4.76,1
4.65,3.54,1
5.43,4.98,0
5.09,4.21,0
5.09,5.21,0
4.65,6.87,1
7.65,4.21,1
4.76,2.54,1
5.21,4.76,0
5.43,4.98,0
5.09,4.76,0
4.21,7.43,1
8.09,5.43,1
4.87,2.87,1
5.43,4.65,0
5.09,4.76,0
4.98,4.21,0
4.21,8.43,1
8.76,4.76,1
4.76,3.21,1
5.09,4.98,0
4.98,4.21,0
5.76,4.65,0
3.54,6.87,1
7.09,4.76,1
4.98,3.54,1
5.76,5.43,0
4.65,4.76,0
5.09,4.98,0
3.21,8.43,1
8.65,4.76,1
4.65,3.54,1
5.21,5.09,0
5.09,4.65,0
6.54,4.98,0
3.98,7.65,1
8.76,5.43,1
4.65,3.21,1
5.09,4.76,0
4.98,4.65,0
5.21,5.43,0
4.09,7.65,1
8.09,4.98,1
4.98,2.54,1
5.09,4.76,0
4.65,3.54,0
4.98,4.76,0
3.98,8.09,1
7.65,5.76,1
4.98,3.09,1
4.76,4.32,0
4.98,4.76,0
5.09,4.65,0
3.54,7.43,1
8.43,4.98,1
4.65,1.54,1
5.09,4.98,0
5.76,4.65,0
6.87,4.76,0
3.54,6.87,1
8.09,4.76,1
4.76,3.09,1
5.09,5.21,0
5.21,4.98,0
5.43,5.09,0
3.21,8.09,1
8.76,4.76,1
4.76,3.98,1
6.54,4.98,0
5.21,4.21,0
5.76,4.76,0
4.65,7.21,1
9.09,5.09,1
4.76,3.09,1
5.21,4.76,0
5.43,4.98,0
5.09,4.76,0
4.65,8.09,1
8.65,4.65,1
4.76,3.54,1
5.76,5.43,0
4.65,4.76,0
4.98,4.76,0
4.09,6.87,1
7.43,4.65,1
4.65,3.54,1
5.09,4.76,0
4.98,4.32,0
5.09,4.21,0
3.98,7.21,1
8.65,5.76,1
4.65,3.54,1
5.43,4.76,0
4.76,4.32,0
5.76,5.09,0
3.54,8.43,1
7.43,4.98,1
4.76,2.54,1
5.09,5.21,0
4.98,5.43,0
4.76,5.09,0
3.98,6.87,1
8.09,4.98,1
4.65,2.21,1
5.09,4.98,0
4.65,4.76,0
4.98,5.09,0
4.21,8.09,1
